Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
 on 06/07/06 10:40 AM (PDT),Joe602 ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),'05 Dodge Neon ," Car has comfortable setting and I really like the front grille.The car gets great gas mileage and with the way gas prices are going, I'm glad it takes very little money to fill it up.",4.75
 on 01/22/06 01:19 AM (PST),jonesnco ,2005 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),Going from Dodge truck to Dodge car, I have had my 2005 Neon SE for just over a month and feel it is a good car for the money - especially with rebates.   I expected about 29 to 30 mpg given the EPA ratings but only got about 26 on the first take.  It seems to have gained about 1 mpg every tank until it hit about 29.5 mpg.  The performance is quite acceptable given the power of the engine although the transmission can shift oddly at slow speeds.  I drove a manual for years so the behavior may be normal.  My only complaints are some unattractive black styrofoam under the steering wheel column in the dash.  It is visible and identifiable as styrofoam.   There is no option to enable the power outlet when the ignition is off.,4.375
 on 01/01/06 00:21 AM (PST),Ted ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),One Great Ride," We love this car and MPG. For the money you can't go wrong. The interior has so much room and comfort, great stero and options.",4.25
 on 12/18/05 10:12 AM (PST),El VatoLoco ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Cool Car, So far this car has been very fun to drive and the factory sound system is just awesome.  The body styling is also the best styled Neon i've seen so far.  The interior is well made as well and its also great on gas.  And there is so many aftermarket parts for it as well which is a good thing for me.  ,4.75
 on 11/29/05 18:46 PM (PST),DEB ,2005 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),I love my car," I purchased my car a few weeks ago and just love everything about it.  The handling is great, the dash is easy to read, the stereo is awsome, and plenty of interior room for my family.  I usually drive a van or a full size pickup buy really enjoy the size of this car.  It is easy to manuver in parking lots.  The only thing negative I have to say is the the front end is hard to see from the drivers seat.  Judging the front will come in time, but for now I have to watch out for it.",4.875
 on 09/17/15 23:01 PM (PDT),Singh ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),35000 Miles at 308 whp and 328 torque!!," A really strong engine. They are dynoed at 220 whp-230 whp stock. (They make about 250 hp at the crank). There is no need to build the stock engine with forged internals.  I am now looking to go e85 with a big wheel stock turbo soon and according to my tuner I should be over 340 whp and over 400 lb ft torque.The srt-4 engine can handle 400 whp all day in stock form.  At 110,000 miles the only thing I had replaced on the engine was the cam sensor, magnet and coil pack. Total cost of about $160. I have had no problem with the transmission. However I  had many suspension  related problem but this is typical with the any high mileage vehicle (especially american made) .",4
 on 06/06/13 19:59 PM (PDT),dezern ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),My Favorite Car of All Time," I've always loved the SRT-4's, and when I was finally given the chance to get one I jumped on it fast. I love this car more than any other I've ever owned or driven before, she's incredibly smooth at high speeds, sticks to the road like you wouldn't believe, and will blow the minds of anyone foolish enough to think she's just a Neon. I have very minimal mods and the only thing that's given me any trouble was a 2013 Mustang GT that had been built quite a bit. 5.0s, S2ks, WRXs, I've never lost to them before with this mean little car. If you want something fast and practical, buy this car! Also, it is the meanest sounding four cylinder ever! Put a 3 inch side exhaust on her and she sounds evil",5
 on 03/10/13 11:59 AM (PDT),qwiksilvertrav ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Does what it was made to do GREAT! Bullet proof engine," Great car. Bought it new and have had it for 10 years now with 97k miles. Since 15k miles it's been running more hp/tq so putting extra stress on the engine. It now pushes almost 500 hp and the valve cover hasn't even come off...all bolt ons! Runs strong and it's STILL on factory internals. Unbelievable. Best bang for your buck period. Very solid car...have only had to replace wear and tear parts such as brakes, a wheel bearing, clutch, etc. ",4.5
 on 11/01/10 00:00 AM (PDT),1oldwolf1 ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),"103,000 run hard"," Have owned my srt4 since new now has 103,000. In all this time replace battery and 2 sensors, just did 100,000 mile timing belt and seals. Uses no oil between 3000 mile oils changes run super at 103,000 mile just putting on 5th set of tires, mods cat-back tail pipe from Dodge, k&n filters, pillar Gage pod to add volts and oil pressure, bbs 7 inch rims with 225 x 45 x 17 tires (a must do) had after market Cruise add at the dealer before it came home. Options side airbags, sunroof from factory. Owen this car since 9 miles drive it everywhere 20 in city and 32 hi way at 103,000 miles. It a blast would not trade it for anything but a viper. I also Owen 1972 road runner 440 4 speed still love srt4 daily ",4.625
 on 09/26/10 00:00 AM (PDT),Miguel ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),A car to have.," I wanted one since the first day I saw it (had audi a6 biturbo quattro at that moment). Got it. The vehicle is superb, gives so much pleasure while driving. Been very reliable, never gave me any trouble whatsoever. Parts are inexpensive. Gets compliments all the time from both men and women. Exceeded my expectations in terms of interior quality. I put leather with blue stitches on top of a dashboard and all leather/alcantara steering wheel which made the interior look really expensive. Truly amazing American little muscle car. Nobody believes it's that cheap! Overall a fantastic car for this money. I am very happy to own one. It's really sad Daimler Chrysler decided to kill this model.",4.625
 on 05/24/10 04:17 AM (PDT),MadatMopar ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Fun to Drive Until ...," I have had this car for about 1000 miles so far. I bought it with 65k and now has 66k.  The engine burns oil, at least 2Q a week, and now there is a ticking sound.  The motor is new as well as the turbo.  The car is not drivable anymore and now requires a mechanic to diagnose and fix the problem.  First Mopar vehicle and I am very dissatisfied.  Stay away from the SRT-4 unless you have endless amounts of money to pay for repairs and parts.",3.25
 on 01/19/10 12:43 PM (PST),Dragon ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Red SET 4," I looked for two years to find my SRT- 4. It was worth the wait and anticipation. I recently installed upgraded turbo, components and intercooler by Hahn's Racecraft. Estimated HP is 495. All I can say is hang on for dear life. Once in third gear you are gone. I fixed the transmission shift problem with a complete Hurst Shifter. I love this car. A true soon to be classic.    ",4.875
 on 08/06/09 12:35 PM (PDT),bennydojo ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),"Fun , Fun, Fun!"," I got mine brand spanking new, I can tell you other than a couple of warranty fixes early on  it has been very reliable. This car is load of fun, when that turbo kicks in you better hold on tight to the steering wheel.",5
 on 04/06/09 11:50 AM (PDT),srt forlife ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Funnnn, I have had this car for a year n bought it used but have had little issues with it mostly wear and tear. love the power and the look you get when u drive by someone lol. the gas milage isnt bad for what performance it puts out,4.5
 on 02/04/09 08:59 AM (PST),MoparSRT-4Life ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),2005 SRT-4," I have always wanted a turbo-charges street legal car, and I'm a big Mopar fan, so why not. I bought an ACR Srt-4 Orange blast Neon. I have been researching them since they came on to the car scene in 2003, Couldn't get my hands on an ACR because only a limited amount of them where made in 2005. But finally found one, and got a great deal for the performance I got!  All I can say mainly about this car is that ultimately if you're looking for something with power, and don't want to spend tons of money, buy an SRT-4. Don't let people fool you, it's not just a Neon!",4.375
 on 11/21/08 14:50 PM (PST),dougie ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Very fast for price, I have owned 2 SRT-4s. I love the power. A sleeper car that can run with cars that cost twice as much. Has issues on takeoffs but no problem on highways. Great for the family man that wants to have fun and have a family. Fell in love with the car first time I drove it.,4.375
 on 09/04/08 20:35 PM (PDT),yeahdodge ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Yeah Dodge," I just got rid of a 89 Oldsmobile, so this is my first ""real"" car, and I love it. It is a blast to drive, and the looks on peoples faces because they think that it is ""just a neon"" and you fly by them and shift and the turbo blasts into their window and they think twice about it being a neon. This little rocket has more power than any car I have ever driven. It also has great handling. This car has a great center point of gravity, cause when you take corners you don't feel the car lean to one side or the other. I would recommend anyone that asks to buy one. If they can find one left anymore!",4.75
 on 08/20/08 14:01 PM (PDT),CarmaxSRT4 ,2005 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),love it., I have not had the car long. but i have a sad story. i bought the car on a saturday. by tuesday the trans was blown. it was nothing i did but previous owner neglect. i love the car and can't wait to get it back. the only thing i wish is that the parts were more available,4.875
